nome_com,wkt
Cassina de' Pecchi,"MULTIPOLYGON (((9.37138179648461 45.5257325011243,9.37986276154678 45.5244354931289,9.38884859511436 45.5258543823293,9.39581141420731 45.5235892679276,9.40896899926414 45.5157752272365,9.40933656974204 45.5152608466911,9.40908582406859 45.5124624966212,9.39735327146469 45.5087046347239,9.39701066114232 45.5086693825418,9.39671679000117 45.5086419600101,9.3939913994527 45.5083876432388,9.39030668262516 45.5080437114923,9.38320736020125 45.5129122722216,9.37910817987273 45.5138440407889,9.37806954200969 45.5121643207072,9.37782735059585 45.5118410949767,9.37582164860032 45.5100655600591,9.37455325963414 45.5099076940868,9.37274404023284 45.5102376582417,9.37136294042416 45.5114302633096,9.37082792606718 45.5125660974978,9.36822699207545 45.5118724461048,9.35937909404711 45.5089393625888,9.35570663143424 45.5071416812417,9.35640438772964 45.5046673339116,9.35580511985605 45.50448612687,9.35437042869221 45.5043791923515,9.35360248007161 45.5043219569262,9.3529584968272 45.5042766294045,9.3491275727103 45.5040143926667,9.34599192594543 45.5065279618189,9.35548743499757 45.5251890095091,9.35579543195745 45.5252960530632,9.35861742193381 45.5260703083968,9.36000153216381 45.5262549733759,9.36828234636476 45.5271593641978,9.37138179648461 45.5257325011243)))"
Cassano d'Adda,"MULTIPOLYGON (((9.51111976790689 45.5593866741046,9.51733625229352 45.5596467138935,9.52026450227887 45.5596199217252,9.52304768595382 45.5565604411211,9.52323283426085 45.5558035401426,9.52312467209509 45.5551919864571,9.52412687067759 45.5541253060557,9.52781580834123 45.555413416641,9.52893435994835 45.555831292955,9.5270989664904 45.5499982710147,9.52707556475282 45.548864289953,9.52708012275351 45.5479821851089,9.52710770314131 45.5468209633751,9.52738667396386 45.5451455187235,9.52780851470071 45.54368545407,9.52829531580422 45.5423240767716,9.52996820553789 45.5390580579388,9.53050901909773 45.5380024535215,9.53067192658416 45.5377951665121,9.53138227654801 45.536891290188,9.53243701521661 45.535970099093,9.53323685861307 45.5352715123003,9.53418281612831 45.5353390943651,9.53851435992432 45.5353727662577,9.53878219534502 45.5325722459304,9.53901112296585 45.5300460257258,9.53873474155956 45.5289451533649,9.53812347591821 45.5266168233493,9.54159916919781 45.525755304467,9.55135559946112 45.5250955818242,9.54922718353383 45.5162580415027,9.54855859966566 45.5159642324429,9.54827346141372 45.5156055540395,9.54836983973144 45.5149840425519,9.54971668320111 45.5126193456596,9.55067325152728 45.5109405899195,9.5420479550605 45.5045822498249,9.53977434733507 45.5032320915934,9.53130189081827 45.5058757241066,9.5206379719122 45.5092542702696,9.51971724062475 45.5093574705629,9.5190680012055 45.5090974191987,9.51889303352966 45.5088211648619,9.51883630905987 45.508468214458,9.51882512892985 45.5083984385585,9.51883552377228 45.50813736981,9.51885815924914 45.5078132386935,9.51891900809638 45.507470925087,9.51900546813267 45.5071284941621,9.51929450622899 45.5065421314444,9.51964786029003 45.5059914760183,9.52023949032875 45.505408213534,9.51528211129866 45.5023351269658,9.5057684867083 45.5041546028039,9.50734219520502 45.5083510092692,9.50691599217671 45.5089350196574,9.50687429700127 45.5089921466625,9.50396450648959 45.5099861007334,9.49964997454908 45.5101917329216,9.49599249716573 45.5118121600273,9.49655134171371 45.5127638235273,9.49635227170759 45.5177871494697,9.49511685998633 45.5199887178865,9.49088331872313 45.520502025433,9.48851494391599 45.5205391847676,9.48617226805826 45.5191000525827,9.4816692272859 45.5195421642744,9.4817022010601 45.5202596297235,9.48171639605751 45.520568057518,9.48194669913899 45.5230366626644,9.48198416560284 45.5234381918849,9.48341094982119 45.5270684783566,9.48714800201833 45.5268275820525,9.49086354809632 45.527063701292,9.49977995740619 45.5288657111408,9.49994701706646 45.5290224950359,9.50813083266137 45.5371275966888,9.50575721063711 45.5400498863691,9.50198398895108 45.5435138343292,9.49947030274092 45.5547308099879,9.49952325260744 45.5563687132927,9.49979364658224 45.5590047551483,9.50285130011729 45.5589013340028,9.51111976790689 45.5593866741046)))"
Casorezzo,"MULTIPOLYGON (((8.93297839021123 45.5261815238481,8.92949693999438 45.5249733332565,8.92664299277217 45.5238014235116,8.91513959779373 45.518572990322,8.91583299866979 45.5172143884356,8.89410832108102 45.5161342047331,8.89087435502266 45.5201005192852,8.88837456204388 45.5216552502815,8.88555687688608 45.5220484904823,8.88418200415519 45.5244053223181,8.88365513656628 45.5253228742886,8.88324163963975 45.5271316035892,8.88637180273233 45.5306720824168,8.88861073897281 45.5317453730138,8.8895704678612 45.5321243417098,8.90033525712071 45.5351675115652,8.90228109565434 45.5356552315762,8.90440634742249 45.5360980719513,8.90659580827396 45.5364509147203,8.90847805764479 45.5367134583328,8.91365092933443 45.5375905563169,8.91535380459028 45.5379428622774,8.91906664195775 45.5389266446818,8.91937383403121 45.5390708645089,8.91968096102197 45.5392421083044,8.92202595823147 45.5384336501319,8.92927841473711 45.5358551579827,8.92988108773489 45.5352614695033,8.93016464346051 45.5338035263374,8.93161679802093 45.5296910337019,8.93297839021123 45.5261815238481)))"
Casarile,"MULTIPOLYGON (((9.1218491742172 45.3228449475625,9.12201152934644 45.3212155686512,9.12463837833345 45.3207266750253,9.12729116751125 45.3204537236219,9.13063452144954 45.3120257097123,9.13040829347637 45.3114265677683,9.12687131487562 45.3071270215172,9.12535724870195 45.3068442749827,9.12383890343184 45.3066198116545,9.11445698501155 45.307474162202,9.11351323892831 45.3075651191332,9.11185773446945 45.3078747492616,9.10785071741451 45.3076786130483,9.10463169223814 45.3051939827235,9.08246534110438 45.3036762424548,9.08196812139988 45.3038296245059,9.07823720505607 45.3057764946928,9.07684939134147 45.3070465865434,9.07664544009845 45.3076046949243,9.07657340637086 45.308955096311,9.07773932173389 45.3105492297377,9.08256602985706 45.3167099459391,9.08606244704739 45.3262602498408,9.09117537561623 45.3265910128114,9.10745588056488 45.3274049618775,9.11702351324745 45.3271525404878,9.1173037844346 45.3269362216544,9.1218491742172 45.3228449475625)))"
Carugate,"MULTIPOLYGON (((9.3323534105503 45.5628728950943,9.33759032464038 45.5622454906028,9.34445210687536 45.5612439362939,9.34686640646771 45.5600485346153,9.35273216857206 45.5596525376032,9.35318275987513 45.5559068316682,9.35604737408729 45.5550788619192,9.35746996883388 45.5551554348503,9.35749287374185 45.5567484827669,9.36010657203844 45.556758282867,9.36244989808831 45.5551892367799,9.36772844789263 45.5487053186985,9.35311868655071 45.5415777461798,9.34860507777148 45.5407725864408,9.33995172191948 45.5416177456236,9.32841625701379 45.5446847579915,9.32803734516582 45.5469855468278,9.3223336076772 45.5483471395453,9.32334042687398 45.5502821052544,9.32350177044479 45.5550781525395,9.3229697160217 45.5573323852837,9.32289527996762 45.557805029083,9.32453417261723 45.559961404087,9.32743127247723 45.5625630854854,9.3323534105503 45.5628728950943)))"
Carpiano,"MULTIPOLYGON (((9.27113150719761 45.3653739729718,9.27259893798486 45.3661274267797,9.2733659753049 45.3663146166475,9.27422135822509 45.366285560335,9.2805620560292 45.3654240519869,9.29294512391697 45.361277336978,9.2969984688303 45.3580884671365,9.29730156106933 45.3577248166735,9.29737703403153 45.3575767875168,9.29830530056146 45.3538896253706,9.30822778283631 45.34355453705,9.29975985771874 45.3372538423854,9.30047786386858 45.3355629876526,9.30657077104652 45.3315851371921,9.31015012910872 45.3288300744574,9.30411795944869 45.3281158736346,9.29880799190666 45.3304790620266,9.28819963379271 45.3316984100985,9.28385244596988 45.3324766556438,9.28373355201532 45.3326043329695,9.28355425734479 45.3327434034219,9.28333923687397 45.3328199027966,9.28218712312789 45.3319106158409,9.27864893313295 45.3274755963728,9.27075424406228 45.3259609534284,9.26921396369741 45.3267436250654,9.26536036208438 45.3284299097162,9.26455324306451 45.3287799821372,9.25549544112294 45.3282145206174,9.24861956834762 45.3262867267183,9.24708368488576 45.3254555387417,9.24071611583012 45.3288775662753,9.2430843947279 45.32935287068,9.24318456291558 45.3294011491562,9.24422506287328 45.3336918191918,9.24335279351506 45.3347578909009,9.24079142604096 45.3377174809027,9.23865354332954 45.340400281112,9.24482679583479 45.3460793292416,9.24918920580984 45.3503201074724,9.24738224602629 45.3539998617571,9.24811266733716 45.3613997798193,9.25001025269704 45.3628967294515,9.25218035325402 45.3643095519853,9.25384818591127 45.3652071973625,9.25400406886617 45.3652415183847,9.25823209797193 45.3649662571073,9.26019689698208 45.3644649054147,9.26059813324411 45.3643831017479,9.26372930127801 45.3644336926281,9.26783133599561 45.364601028121,9.26950982225667 45.3656879577564,9.26989963256375 45.3660028555884,9.26913603342345 45.3677222244516,9.27013181917174 45.368458194142,9.27207556656344 45.3691374985322,9.27256984863989 45.3676212969842,9.27260617471578 45.3674884159331,9.27260563966806 45.3673770237576,9.27253801494226 45.3672556663963,9.27113150719761 45.3653739729718)))"
Canegrate,"MULTIPOLYGON (((8.94023348381176 45.579605068457,8.94890404683711 45.5728227323754,8.94577835563757 45.5714351667777,8.94412112043037 45.5706918115292,8.94383129110773 45.5705611605951,8.94082149881986 45.5688855102761,8.94062554348372 45.5687638320868,8.94021964221814 45.5684801575836,8.92263083169363 45.5549954849153,8.92035283924266 45.5532477643896,8.91742357226196 45.5501674278535,8.90762677243012 45.5593115121439,8.90502005634683 45.5633147288421,8.90631956537705 45.5653481151968,8.91558675673922 45.5697860357621,8.91575294560638 45.5698352466378,8.9185472116381 45.57046491491,8.92074582674211 45.5708069653673,8.92118651522366 45.5709379824648,8.92160650978226 45.5710980155146,8.92199200626911 45.571287057117,8.92301396940194 45.5718197961231,8.92364347644975 45.573816307215,8.92217732061343 45.575418031803,8.92615782738158 45.5783704866799,8.92644427545878 45.5780038912925,8.92722725953778 45.5771043225938,8.92970100241211 45.5769888560126,8.93141799331719 45.577349924031,8.9371181287553 45.5802874432821,8.94023348381176 45.579605068457)))"
Cambiago,"MULTIPOLYGON (((9.44930867337585 45.5863156818727,9.4504120033351 45.5816219744934,9.44937054054317 45.5763966455827,9.44840217534757 45.5755003807956,9.43803230403723 45.5687090667879,9.42600705962784 45.5646502116744,9.41692591822585 45.5617044715484,9.40989325988738 45.5601817821303,9.40763947736985 45.5585877148491,9.40366070474359 45.5647763584465,9.40158227797808 45.5644146633846,9.39621742500472 45.5631732813217,9.39277826967513 45.5642742475705,9.39255816125672 45.5657871245562,9.39408981434605 45.5685900861804,9.39935857159636 45.5724781061617,9.40191278735528 45.5730272042653,9.404176568833 45.57417131053,9.4057276072283 45.5759929581138,9.42250386033308 45.5810715434059,9.43482344678512 45.584643600252,9.44360587205039 45.58650899595,9.44930867337585 45.5863156818727)))"
Calvignasco,"MULTIPOLYGON (((9.02988115891723 45.3350080307858,9.03103430365759 45.3345936715328,9.03228203528836 45.3315869726712,9.03282839219916 45.3302456495133,9.03615465143579 45.3212626517019,9.03017667206811 45.3178537155125,9.02158755136811 45.3268343994865,9.02091261757883 45.3269531957977,9.01488908274835 45.3347859423059,9.02570086367916 45.3350180625287,9.02988115891723 45.3350080307858)))"
Busto Garolfo,"MULTIPOLYGON (((8.88043889016464 45.5572860568347,8.88091600826012 45.5563117529621,8.89377095397692 45.5582573716076,8.89606425756874 45.5587637122083,8.89740326291779 45.5591474554019,8.89922158974952 45.5596961179187,8.89999119406595 45.5599283268197,8.90073247224144 45.5601996114622,8.90762677243012 45.5593115121439,8.91742357226196 45.5501674278535,8.91632606852086 45.5473403942462,8.91579086040157 45.5454588365817,8.9153582181677 45.5435503648068,8.91531028351977 45.5413541328436,8.91968096102197 45.5392421083044,8.91937383403121 45.5390708645089,8.91906664195775 45.5389266446818,8.91535380459028 45.5379428622774,8.91365092933443 45.5375905563169,8.90847805764479 45.5367134583328,8.90659580827396 45.5364509147203,8.90440634742249 45.5360980719513,8.90228109565434 45.5356552315762,8.90033525712071 45.5351675115652,8.8895704678612 45.5321243417098,8.88861073897281 45.5317453730138,8.88637180273233 45.5306720824168,8.88324163963975 45.5271316035892,8.88164095155756 45.5271479659766,8.87340178509638 45.5272418256844,8.87194499103624 45.5282630661995,8.8680350738292 45.5300043180823,8.86449748614881 45.5313142916449,8.8635365251044 45.5315201569495,8.86237060374871 45.5317527733839,8.86593436702101 45.5356183566057,8.86643874164025 45.5389582320056,8.8661132474856 45.5411900488094,8.86423072396117 45.5448432989967,8.85902129230645 45.5505373592394,8.85719949496011 45.5511293852279,8.85523430136479 45.5507671071047,8.85333369174008 45.5505486589788,8.85021165887511 45.5532133451997,8.84942475115424 45.5552464709893,8.84855015452013 45.5565054141513,8.84826577886466 45.5574411285749,8.84864981761454 45.5575676494673,8.84931552637164 45.5577575471217,8.84998133838712 45.5579204360715,8.85206922695705 45.558190924972,8.85235681504234 45.5582250480465,8.86119456986054 45.5588074395692,8.86177074293338 45.5576277014562,8.8651808487475 45.5550917165639,8.86902547038967 45.5568671183154,8.87009625807644 45.5574139927203,8.87201794979778 45.5589709011343,8.87523295676296 45.5616006094957,8.88043889016464 45.5572860568347)))"
Bussero,"MULTIPOLYGON (((9.38445855176456 45.5393164254653,9.38483809938636 45.5367499270398,9.3849806598686 45.535120302023,9.38453974289154 45.5305583953463,9.38180708614158 45.529820482915,9.379360880618 45.5278754602484,9.37956283465958 45.5255345822071,9.37971175669257 45.5248320234929,9.37986276154678 45.5244354931289,9.37138179648461 45.5257325011243,9.36828234636476 45.5271593641978,9.36770637479069 45.5282600673053,9.3590289154841 45.5350240566357,9.35812419399612 45.5349275575852,9.35311868655071 45.5415777461798,9.36772844789263 45.5487053186985,9.36792640568921 45.5476335986974,9.37264561689195 45.5464751978436,9.37606769960233 45.5467610031665,9.37955729098145 45.5456513736106,9.38450908549769 45.5429705877488,9.38540046678614 45.5422025158375,9.38552428428128 45.5415810334197,9.38445855176456 45.5393164254653)))"
Buscate,"MULTIPOLYGON (((8.81577453761285 45.5651789906426,8.81574359535186 45.5628837470459,8.81878666998523 45.5609174624837,8.83022257082808 45.5629331885206,8.8338745065305 45.5585372023445,8.83326370781474 45.5571231782474,8.83145978919442 45.5519721142773,8.83039669048051 45.54764116056,8.83048656957458 45.5433119274928,8.82803991379123 45.5407340565645,8.82594341464442 45.542008993604,8.8236776969079 45.5415554619877,8.82135240350523 45.5397067020363,8.82091814516875 45.539327985681,8.82054550726309 45.5385403653333,8.81672095639388 45.5302575383746,8.81672782569527 45.5281423638493,8.80777072637299 45.5299188015511,8.79709994647799 45.5273261071611,8.80112791032433 45.5325806557743,8.80079152543511 45.5335431525092,8.79873177209999 45.5365368106774,8.796357926282 45.5396521408436,8.79575913970421 45.5404378732154,8.79734706506097 45.5440860176479,8.803730360036 45.5575623094569,8.80432864971819 45.5586794317118,8.80611822063996 45.5598885699915,8.81164646362595 45.5619409920924,8.81577453761285 45.5651789906426)))"
Buccinasco,"MULTIPOLYGON (((9.12772849406966 45.430832494198,9.13258708310234 45.4169118587716,9.12439522085627 45.4150819863064,9.12211889668819 45.4143974258843,9.11603049312036 45.4110996241366,9.11544708858332 45.4095626336232,9.11542585542373 45.4094810107304,9.11540029609668 45.409382746678,9.11535313641757 45.4090229438394,9.12132711559521 45.393787152807,9.12420542874879 45.3860450801277,9.12683556929209 45.3810860328482,9.11645963230035 45.3785053941535,9.10377874524177 45.3849471246125,9.10004468323288 45.3897540488239,9.1003389429738 45.3904310218775,9.10244364507081 45.3927937851058,9.10321625544423 45.3967991628727,9.10193281892718 45.3984876772762,9.10102149003805 45.3988213692583,9.10053278081222 45.3987414466827,9.09623212331382 45.3978727772046,9.09333976719804 45.4017090553155,9.09039930508212 45.4063303262234,9.08776207713897 45.4219077174769,9.0877588840928 45.4228373451374,9.08777270412243 45.4235124051004,9.08813135458105 45.423998177404,9.08871961972312 45.4241867440372,9.10388104459964 45.4279183432078,9.10484332607258 45.4280809177907,9.10509062557835 45.4281146826473,9.10560923958265 45.4281439380844,9.10684550014047 45.4282107545949,9.1068417406032 45.4274253795401,9.10709811371757 45.4264855050184,9.10718536848784 45.4262647682373,9.10751004979483 45.4257084206521,9.10756000423816 45.4256289419403,9.10767278633721 45.4256464766656,9.11589482490367 45.4274919474732,9.11773765358342 45.4280637649668,9.11822659427094 45.4282221421349,9.11862816976405 45.4296147983523,9.11880507793338 45.4330448035817,9.11883216127869 45.4362004264266,9.12146435495996 45.4383110052883,9.12772849406966 45.430832494198)))"
